Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Target
1,1,6,8,0.7317391304347827
6,1,6,4,0.8597368421052632
6,1,6,6,0.8485714285714285
4,0,9,5,0.7025806451612903
8,0,4,3,0.928125
4,0,4,0,0.705
8,1,6,3,0.9170526315789475
8,0,8,9,0.9088524590163936
5,0,5,9,0.8376923076923077
4,1,7,7,0.804375
2,1,5,0,0.645
3,0,5,1,0.7664516129032257
3,1,7,7,0.77625
4,0,6,1,0.5525581395348836
4,1,5,9,0.7385714285714285
5,0,7,8,0.7185483870967742
4,1,9,2,0.8193103448275861
8,1,8,2,0.8705172413793104
6,1,8,5,0.8922222222222221
6,1,8,2,0.66
8,0,6,8,0.8400000000000001
7,0,5,7,0.6835714285714285
8,1,5,3,0.8865671641791044
2,0,4,5,0.49500000000000005
9,1,8,7,0.9334285714285715
1,1,6,3,0.42428571428571427
8,0,7,4,0.9450000000000001
4,0,6,6,0.6816393442622951
4,0,5,7,0.7317391304347826
5,0,8,6,0.8325
8,0,4,7,0.825
5,0,9,3,0.8184
8,0,6,0,0.9684782608695652
1,1,4,5,0.5109677419354839
9,0,5,4,0.9128571428571428
6,1,7,3,0.7182352941176471
3,0,6,1,0.6496875
8,0,9,0,0.9048387096774193
9,1,5,8,0.99
6,1,8,1,0.8557627118644069
7,1,6,8,0.9225
1,1,4,5,0.7200000000000001
5,0,6,5,0.8188888888888889
5,0,5,1,0.688695652173913
4,1,5,5,0.7279411764705882
6,1,4,2,0.8306896551724138
7,0,9,6,0.9026470588235295
9,0,5,9,0.9138461538461538
1,1,6,3,0.4714285714285714
6,0,9,8,0.796829268292683
7,0,4,4,0.7739999999999999
3,1,5,9,0.7030434782608695
8,1,5,2,0.8999999999999999
5,1,6,0,0.6160000000000001
9,1,5,0,0.9664285714285713
5,0,6,3,0.6241304347826087
9,1,8,9,0.9450000000000001
4,0,9,9,0.8232631578947369
9,0,6,3,0.8823913043478261
5,0,7,8,0.8272602739726027
9,0,5,7,0.962112676056338
3,1,8,3,0.7650000000000001
4,0,9,5,0.7234615384615384
9,1,4,6,0.961304347826087
6,0,7,9,0.8353125
2,1,4,7,0.6435
7,0,7,3,0.93
2,0,8,0,0.7677551020408163
2,1,9,4,0.6435
1,1,8,0,0.5614925373134328
3,1,8,3,0.7851724137931034
6,1,7,6,0.8981443298969073
8,0,6,6,0.9061016949152544
9,0,9,0,0.9221917808219179
7,0,4,8,0.7425
4,0,6,1,0.6947368421052631
6,0,6,4,0.87
5,1,5,5,0.8123076923076924
8,1,4,0,0.8451219512195122
1,0,7,1,0.7218749999999999
1,1,5,6,0.7424999999999999
6,0,5,5,0.7524
2,0,8,5,0.7558064516129032
5,1,7,5,0.7071428571428572
1,0,6,6,0.6599999999999999
7,1,9,9,0.9075
1,0,6,8,0.6167213114754099
4,1,6,8,0.781578947368421
9,0,8,1,0.9564406779661017
1,0,6,1,0.7168965517241379
4,1,4,4,0.82
6,0,6,9,0.8941935483870966
6,0,6,6,0.8941935483870966
8,1,4,2,0.8762068965517241
1,1,8,2,0.6941379310344827
7,1,5,3,0.8502352941176471
1,0,7,2,0.33
7,1,8,2,0.8679452054794521
3,1,6,7,0.6164150943396227
8,1,5,6,0.8875862068965518
3,0,7,6,0.6866129032258064
1,1,7,9,0.5705084745762713
8,0,7,1,0.9138461538461538
3,0,4,8,0.7597674418604651
2,1,4,5,0.7156626506024096
1,0,5,2,0.6558750000000001
3,0,6,8,0.7111267605633803
2,0,5,8,0.6549230769230769
2,0,6,5,0.7564044943820225
6,0,8,9,0.8608695652173913
1,1,7,5,0.4856603773584906
2,1,7,7,0.7615384615384615
6,1,4,7,0.8765624999999999
3,0,8,5,0.7524
4,1,9,6,0.6319148936170212
1,0,8,3,0.7017721518987342
8,0,6,0,0.8601639344262296
7,0,8,3,0.8439344262295083
7,0,4,7,0.8459999999999999
3,1,6,7,0.72
3,0,5,1,0.8128421052631579
2,1,6,6,0.79
1,1,5,0,0.75
7,0,9,1,0.8081632653061225
7,1,6,7,0.9126562499999998
2,1,7,9,0.693
7,1,9,3,0.7919999999999999
8,0,5,2,0.9
1,0,4,1,0.5126785714285714
9,0,9,5,0.935
7,1,9,3,0.891
3,1,9,2,0.7897752808988764
8,0,5,2,0.9288888888888889
7,0,5,9,0.868153846153846
8,1,6,2,0.891
6,0,7,7,0.8052
9,0,9,8,0.8415
5,1,6,8,0.7367441860465116
3,1,6,4,0.5295348837209303
3,0,7,0,0.6701538461538461
1,0,6,9,0.41441860465116276
8,0,7,4,0.9225
2,0,4,0,0.37124999999999997
3,1,7,8,0.7460869565217391
8,0,8,9,0.9680000000000001
8,0,7,7,0.9192857142857143
4,1,7,6,0.5986046511627907
4,1,8,1,0.5850000000000001
5,1,7,1,0.8721428571428571
6,1,5,3,0.8303225806451613
5,1,6,8,0.72
7,1,6,8,0.8763934426229509
2,1,4,7,0.664342105263158
7,0,4,4,0.7372340425531915
7,0,8,6,0.8989655172413794
1,1,5,8,0.61875
7,0,4,2,0.8530851063829787
5,0,6,3,0.87
3,1,4,1,0.7200000000000001
3,1,4,8,0.7847560975609756
4,1,7,6,0.6839999999999999
2,1,4,5,0.38250000000000006
2,1,8,4,0.6299999999999999
1,0,6,6,0.43043478260869567
5,0,8,2,0.8250000000000001
4,1,8,4,0.6435000000000001
2,1,9,1,0.474375
3,0,5,4,0.6599999999999999
7,0,9,6,0.9192857142857143
7,0,9,9,0.9287628865979382
4,1,7,6,0.7712790697674419
5,1,8,8,0.7307142857142856
5,0,5,2,0.77
6,1,6,7,0.8422388059701491
9,0,6,4,0.9091836734693878
2,1,5,6,0.45375
5,1,8,0,0.6663461538461537
3,0,8,0,0.7396551724137931
4,0,7,3,0.7090540540540541
6,1,7,4,0.8409677419354838
8,0,9,9,0.9101612903225805
1,1,6,2,0.667674418604651
8,0,7,5,0.8839285714285715
7,0,5,2,0.8735294117647059
1,1,6,4,0.36586956521739133
2,1,8,0,0.7615384615384615
3,1,6,2,0.6479999999999999
1,0,4,6,0.6564130434782609
9,0,6,2,0.9774683544303797
8,1,7,4,0.9371999999999999
2,0,5,6,0.6040677966101695
9,1,8,1,0.99
7,1,8,2,0.8979069767441861
9,1,7,3,0.8775000000000001
6,1,7,4,0.825
6,1,7,8,0.7480000000000001
4,0,4,8,0.7240298507462686
2,0,5,3,0.7172448979591836
7,1,4,8,0.7650000000000001
5,0,7,3,0.8662500000000001
6,1,5,1,0.8503846153846155
2,0,7,9,0.6685714285714286
5,0,5,0,0.6036585365853658
4,1,8,6,0.8209756097560976
9,0,4,3,0.9646153846153847
6,1,9,7,0.9048387096774193
2,0,7,7,0.66
1,1,7,7,0.7017721518987342
5,1,6,5,0.8076315789473685
9,1,9,8,1.0001020408163264
6,1,8,3,0.7989473684210526
7,1,7,4,0.9154838709677419
5,1,4,3,0.8306896551724138
6,0,8,4,0.8618823529411764
5,1,7,1,0.7182352941176471
9,0,4,4,0.8839285714285715
6,1,6,9,0.8467105263157896
8,0,6,7,0.9201176470588236
2,1,4,8,0.6814285714285715
9,1,8,6,1.0083333333333335
5,0,4,6,0.6671739130434783
7,1,9,5,0.8779245283018867
1,1,4,1,0.7007865168539326
5,1,6,9,0.66825
2,1,6,9,0.6814285714285715
6,0,6,8,0.7778571428571429
1,1,9,4,0.7294736842105264
3,0,7,5,0.7753012048192772
5,1,9,0,0.7778571428571429
4,1,7,4,0.8089024390243903
3,1,9,5,0.6092307692307691
5,1,5,9,0.8306896551724138
8,0,7,1,0.781578947368421
4,1,8,6,0.7601785714285715
1,1,8,3,0.5657142857142857
7,1,6,4,0.8315999999999999
8,0,9,2,0.9228813559322036
3,0,4,4,0.5657142857142857
6,0,6,3,0.8444117647058823
2,0,4,9,0.7624137931034484
7,1,9,5,0.895068493150685
8,1,6,1,0.8132142857142858
6,0,6,2,0.8409677419354838
6,1,8,9,0.9029670329670328
5,1,4,0,0.7699999999999999
8,0,5,6,0.8567307692307692
1,1,5,8,0.7514457831325302
4,0,6,1,0.805813953488372
4,0,9,6,0.7361538461538462
3,0,6,2,0.75
3,0,8,4,0.8196774193548387
4,0,4,5,0.8070652173913043
1,0,6,7,0.6092307692307692
2,1,9,3,0.6353731343283582
9,1,5,1,0.8948076923076922
2,1,4,2,0.42705882352941177
5,0,6,7,0.8468674698795181
9,0,4,6,0.9308955223880596
9,0,8,5,0.8934146341463415
8,1,5,4,0.9378947368421053
1,1,9,4,0.7528125
1,0,4,0,0.7424999999999999
9,0,5,5,0.9221917808219179
8,0,6,8,0.9420967741935483
9,0,9,7,0.99
7,0,9,9,0.9029670329670328
3,1,7,0,0.7660714285714286
3,0,4,5,0.6842647058823529
2,0,5,2,0.6822972972972973
5,0,4,5,0.6335999999999999
3,0,6,8,0.7168965517241379
6,1,6,5,0.825
2,0,9,7,0.77
3,0,9,5,0.6335999999999999
5,0,5,5,0.66
1,1,8,6,0.5416981132075471
1,0,4,9,0.433125
9,1,4,3,0.9392307692307693
7,0,6,7,0.9217241379310346
1,0,4,3,0.2592857142857143
8,0,5,6,0.9463235294117648
3,0,7,0,0.631551724137931
8,0,9,8,0.99
5,0,6,9,0.8505633802816902
1,0,9,8,0.36586956521739133
7,0,9,6,0.9162765957446808
5,0,9,7,0.7683582089552239
6,1,7,1,0.8468674698795181
6,1,4,9,0.7989473684210526
8,1,8,9,0.99
9,1,9,6,0.9000000000000001
2,0,5,0,0.6706451612903225
9,0,9,2,0.958404255319149
9,1,9,5,0.9250819672131148
7,1,4,4,0.8833846153846153
1,1,5,4,0.6722222222222223
7,1,4,8,0.8929411764705883
5,0,9,5,0.8020253164556962
6,1,4,2,0.7681034482758621
7,0,4,1,0.8979069767441861
5,0,6,8,0.594
7,0,7,9,0.8485714285714285
9,1,8,3,0.9750000000000001
3,1,7,4,0.6078947368421052
8,0,7,8,0.967752808988764
2,1,5,4,0.6456521739130434
7,1,6,6,0.8451219512195122
2,0,6,1,0.405
4,0,4,1,0.6697058823529413
7,1,7,3,0.86625
3,0,8,7,0.7577777777777778
2,1,5,1,0.5872881355932204
7,1,6,9,0.9039130434782608
1,0,4,6,0.7088888888888888
8,0,8,0,0.8325
3,1,7,8,0.8231460674157303
2,0,8,9,0.66
3,1,6,5,0.7960824742268041
5,0,5,0,0.6966666666666668
8,1,7,9,0.9228813559322036
7,0,5,5,0.8214893617021277
7,1,9,4,0.9450000000000001
7,1,8,4,0.8485714285714285
8,0,8,4,0.9123529411764706
1,1,4,3,0.561
4,1,7,6,0.7747826086956522
6,1,8,8,0.8400000000000001
9,1,6,3,0.9780722891566265
2,1,9,1,0.6853846153846154
1,0,6,1,0.61875
2,1,5,1,0.6549230769230769
7,1,9,6,0.868153846153846
3,1,9,3,0.7392000000000001
2,0,6,3,0.7017721518987342
7,0,8,0,0.7424999999999999
2,1,6,3,0.7576530612244897
3,1,7,5,0.6050000000000001
7,0,5,1,0.8898876404494382
4,0,9,3,0.66825
1,1,7,6,0.5148
5,0,8,8,0.8530851063829787
9,1,8,1,0.99
8,1,6,7,0.8415
9,1,4,5,0.9617142857142857
9,0,9,7,0.99
7,1,9,1,0.7919999999999999
4,1,4,0,0.7983870967741935
5,0,8,6,0.8439344262295083
1,1,8,8,0.6844444444444445
1,1,9,8,0.6426315789473683
3,1,5,1,0.7712790697674419
8,0,9,3,0.8839285714285715
2,0,8,0,0.66
4,1,8,6,0.6263265306122449
2,0,5,1,0.6822972972972973
5,1,7,3,0.8369072164948453
9,1,7,1,0.957
1,0,5,0,0.5579999999999999
5,0,5,6,0.638
9,1,7,5,0.9428571428571428
1,0,7,1,0.631125
9,0,7,3,0.9537804878048781
8,0,7,2,0.858
4,1,9,2,0.6853846153846153
5,1,9,2,0.7468421052631579
5,0,6,3,0.8267010309278351
6,1,5,0,0.8622580645161291
7,1,4,0,0.84
8,0,6,6,0.8642857142857143
8,1,4,4,0.9600000000000001
2,0,4,2,0.7238709677419355
9,1,8,8,0.9439534883720929
7,1,5,4,0.8601639344262296
4,0,9,9,0.7857142857142857
4,1,6,2,0.8145569620253165
8,0,5,8,0.9192857142857143
4,1,7,0,0.6263265306122449
6,1,5,8,0.724390243902439
5,1,4,4,0.8020253164556962
3,0,9,5,0.5720000000000001
2,1,7,1,0.7510344827586207
9,1,5,7,0.9552631578947368
9,0,5,2,0.9192857142857144
1,0,9,0,0.7328571428571428
3,1,4,6,0.8014285714285715
8,0,7,2,0.9101612903225805
6,0,4,3,0.8735294117647059
5,0,9,4,0.7747826086956522
5,0,5,0,0.8369072164948453
6,1,6,8,0.8415
7,0,6,6,0.8687755102040816
1,1,8,1,0.7086315789473685
9,1,6,0,0.9296341463414635
3,1,9,1,0.6282692307692307
4,0,9,2,0.7182352941176471
1,0,9,2,0.474375
3,1,7,7,0.5986046511627907
2,1,8,4,0.7107692307692308
2,0,7,8,0.66
1,0,6,2,0.6919354838709677
8,1,6,5,0.895068493150685
3,0,5,3,0.7234615384615384
3,0,7,7,0.730125
6,1,4,0,0.6300000000000001
8,0,5,3,0.8433333333333334
9,0,7,6,0.93438202247191
9,1,9,8,0.9669767441860464
4,0,8,0,0.803
5,1,7,7,0.8376923076923076
2,0,8,1,0.7552577319587629
9,1,8,3,0.951923076923077
8,0,6,3,0.959381443298969
3,1,4,7,0.5687234042553192
9,0,7,1,1.00125
3,0,4,6,0.7307142857142856
9,0,8,2,0.9271428571428572
2,1,6,8,0.7855434782608696
9,0,4,4,0.8422388059701491
8,1,5,7,0.9478723404255319
9,0,8,4,0.9658536585365854
5,0,5,0,0.75
2,0,9,8,0.4455
8,0,4,9,0.9221917808219179
6,0,4,6,0.6894642857142858
8,0,4,3,0.8727631578947369
5,1,9,6,0.887142857142857
2,1,7,4,0.6549230769230769
6,0,8,9,0.86625
5,0,8,8,0.7857142857142857
5,0,8,1,0.8250000000000001
1,0,7,3,0.74
2,0,4,5,0.5774999999999999
8,1,4,4,0.8752173913043477
3,0,9,0,0.7367441860465116
3,0,5,8,0.7260000000000001
8,1,7,8,0.9217241379310346
8,1,6,2,0.9590625
2,1,7,3,0.5330769230769231
8,0,9,3,0.9248684210526316
1,0,5,9,0.30642857142857144
6,0,5,7,0.8226760563380282
8,0,5,5,0.8963513513513514
3,0,4,1,0.5974137931034482
8,1,6,3,0.8592452830188679
1,0,5,0,0.6713793103448276
9,0,8,2,0.9250819672131148
9,0,4,3,0.9016071428571429
5,1,6,7,0.8081632653061225
4,0,8,2,0.5065116279069767
6,0,6,4,0.8367857142857142
7,0,9,0,0.9148101265822784
5,0,6,3,0.6827586206896552
9,1,8,1,0.9769736842105263
3,1,7,3,0.5795121951219512
7,1,6,4,0.8250000000000001
5,0,7,2,0.6036585365853658
7,1,6,5,0.8315999999999999
2,1,9,1,0.7424999999999999
4,0,8,4,0.7025806451612903
2,0,6,3,0.5253061224489796
7,1,5,4,0.7307142857142856
2,1,9,8,0.5850000000000001
1,1,5,5,0.35357142857142854
9,1,9,6,0.99
1,0,9,7,0.5901923076923077
8,0,6,8,0.9166666666666666
2,1,8,4,0.580344827586207
8,1,8,7,0.9273417721518987
3,1,4,1,0.7564044943820225
6,0,8,9,0.8562162162162162
3,0,7,8,0.6757142857142857
7,0,6,1,0.8485714285714286
9,1,5,4,0.9369642857142858
2,0,8,5,0.7017721518987342
5,1,5,3,0.6869387755102041
6,1,4,7,0.6519512195121951
4,0,6,9,0.7872289156626506
4,1,8,2,0.6546774193548386
4,0,5,4,0.55
2,0,9,1,0.4829268292682927
4,1,8,2,0.7425
1,1,4,7,0.7372340425531915
6,0,9,4,0.8962105263157895
1,0,5,2,0.6154054054054054
6,0,5,4,0.82125
1,0,6,8,0.6114705882352941
6,0,6,2,0.5810869565217391
8,0,5,9,0.9317647058823529
2,0,9,6,0.7640217391304348
2,1,6,7,0.7294736842105264
4,0,5,4,0.6866129032258064
3,1,9,2,0.6875
4,1,7,5,0.6529787234042553
7,0,8,2,0.8152941176470588
1,0,7,8,0.6988235294117647
6,0,7,1,0.8648275862068966
3,0,8,2,0.5657142857142857
7,0,5,6,0.8250000000000001
2,1,5,9,0.7640217391304348
2,1,6,7,0.6914285714285714
4,0,4,4,0.7310769230769231
1,0,5,4,0.6561627906976744
3,0,8,4,0.7455555555555555
9,0,4,3,0.9254347826086956
7,1,8,8,0.95
7,1,8,5,0.8884615384615384
4,1,8,7,0.8267010309278351
2,0,4,7,0.42428571428571427
4,0,7,4,0.5795121951219512
6,0,9,8,0.7040000000000001
3,1,8,1,0.66
1,1,6,7,0.515625
8,1,5,2,0.8283673469387755
5,0,9,6,0.8712000000000001
5,1,5,8,0.8384693877551019
4,0,5,4,0.5185714285714286
6,1,4,7,0.86625
3,0,6,3,0.66
9,0,6,0,0.9088524590163936
5,0,9,0,0.81
3,0,6,5,0.5790566037735849
1,1,6,7,0.7333333333333333
6,1,6,9,0.8721428571428571
2,1,9,1,0.7395180722891567
3,0,7,3,0.66
1,1,6,2,0.6325000000000001
9,0,6,8,0.96
8,1,4,2,0.8277049180327869
2,1,4,7,0.6260294117647058
8,0,6,6,0.8705172413793104
9,0,7,0,0.9899999999999999
1,0,6,7,0.506
5,1,6,8,0.7896428571428572
8,0,6,7,0.853448275862069
2,1,8,9,0.5901923076923077
4,1,7,9,0.8384693877551019
7,1,5,0,0.8376923076923077
3,0,6,6,0.7140983606557377
5,1,5,8,0.7425
8,0,7,4,0.9636
3,0,6,1,0.792
4,1,5,7,0.5553658536585366
9,1,9,8,0.9669767441860464
7,1,5,6,0.870722891566265
1,1,7,4,0.6886956521739129
4,0,6,7,0.75
4,0,8,5,0.6456521739130434
9,0,7,3,0.8557627118644069
6,0,8,0,0.8453932584269663
9,0,6,5,0.9334285714285715
6,0,5,7,0.7983870967741935
6,0,9,2,0.7615384615384615
5,0,9,6,0.7425
5,0,7,6,0.667674418604651
2,1,7,8,0.7940625
8,1,7,0,0.840566037735849
8,0,4,4,0.8222033898305086
1,0,9,7,0.74
8,1,9,2,0.8567307692307692
5,1,6,4,0.6364285714285715
2,1,4,0,0.6701538461538461
2,0,7,8,0.6396923076923077
6,1,7,3,0.7468421052631579
9,1,8,4,0.9481690140845072
1,1,4,2,0.5416981132075471
6,1,5,1,0.8403488372093023
9,1,9,6,0.9192857142857143
8,0,6,4,0.7424999999999999
6,1,5,9,0.8072307692307693
3,0,5,2,0.5971428571428572
8,1,6,1,0.9225
9,1,7,9,0.9632432432432432
1,1,9,5,0.4483018867924528
9,1,8,9,1.0371428571428571
6,1,7,5,0.8567307692307692
6,0,7,2,0.8633720930232558
4,0,4,8,0.8342696629213483
1,0,5,0,0.4856603773584906
8,0,5,2,0.8085
2,0,9,0,0.6396923076923077
1,0,5,6,0.33
2,0,8,1,0.7040000000000001
1,1,8,3,0.6767088607594937
1,0,8,3,0.3683720930232558
9,1,6,7,0.9636
1,1,9,3,0.7370000000000001
4,0,8,2,0.8330487804878048
6,1,4,9,0.6930000000000001
7,1,4,2,0.839620253164557
2,0,7,4,0.7137209302325581
6,1,7,5,0.825
7,0,9,6,0.9254347826086956
2,1,7,4,0.7532608695652173
2,0,7,6,0.7615384615384615
7,1,4,3,0.9138461538461538
1,0,7,4,0.7503157894736842
8,1,4,5,0.8712
3,0,8,8,0.6900000000000001
6,1,8,5,0.7658490566037736
9,1,9,9,0.9413114754098361
6,0,6,0,0.7919999999999999
9,1,7,6,1.0365882352941176
7,0,8,2,0.8735294117647059
9,1,8,5,0.97875
2,1,9,1,0.7104705882352941
8,0,5,6,0.8283673469387755
8,1,5,0,0.8957142857142857
2,0,9,1,0.7221176470588235
4,1,4,8,0.6773684210526315
7,1,6,8,0.8763934426229509
4,1,9,6,0.680625
4,1,5,1,0.7425
6,0,6,4,0.8999999999999999
6,0,8,3,0.839620253164557
3,1,9,1,0.8164948453608248
9,1,4,1,0.8376923076923076
2,0,6,9,0.7675280898876404
6,1,5,7,0.8597368421052632
7,0,8,4,0.77
9,1,9,7,1.0065
3,1,7,1,0.7480000000000001
3,0,8,1,0.7260000000000001
7,1,5,2,0.7747826086956522
4,0,9,9,0.7392000000000001
8,0,5,7,0.8971874999999999
7,0,7,7,0.792
5,0,8,2,0.8110843373493977
7,0,6,0,0.8032075471698114
3,0,6,6,0.7189285714285714
2,1,8,3,0.6551470588235294
6,0,6,2,0.7273469387755102
2,0,9,4,0.7452808988764045
3,1,8,5,0.7624137931034484
6,0,8,0,0.6525
5,1,5,8,0.6529787234042553
8,0,4,5,0.8618823529411764
9,0,5,2,0.8325
3,0,6,0,0.8062886597938145
3,1,4,8,0.76
3,1,8,1,0.7071428571428572
6,0,6,9,0.8145569620253165
1,0,7,5,0.7424999999999999
7,1,6,5,0.9443076923076923
1,1,4,2,0.41800000000000004
5,1,4,5,0.702
8,0,8,1,0.93
4,1,9,7,0.8184
5,1,7,0,0.7182352941176471
4,1,8,5,0.6732
4,1,7,0,0.5421428571428571
8,1,7,8,0.9422891566265061
2,1,8,8,0.664342105263158
1,1,6,5,0.396
3,0,5,5,0.6998275862068966
9,1,7,8,0.9899999999999999
4,0,4,4,0.6479999999999999
5,0,8,8,0.7504838709677418
2,1,9,4,0.7847560975609756
4,0,6,3,0.7424999999999999
2,0,7,1,0.45375
2,1,9,1,0.4714285714285714
4,0,6,0,0.5687234042553192
6,1,8,9,0.8228571428571428
7,1,9,2,0.7367441860465116
3,1,4,0,0.5629411764705882
3,1,7,5,0.7395180722891567
6,1,7,6,0.792
3,1,9,8,0.6651562499999999
2,1,6,6,0.7532608695652173
8,0,8,3,0.8819999999999999
5,1,5,3,0.8311111111111111
1,0,7,7,0.7025806451612903
3,1,4,3,0.5790566037735849
8,1,7,0,0.8376923076923076
4,1,7,8,0.8043750000000001
7,0,5,2,0.7747826086956522
2,0,5,0,0.5241176470588236
7,0,8,8,0.9248684210526316
5,0,7,9,0.8453932584269663
5,0,7,9,0.7137209302325581
6,0,6,4,0.6278048780487805
9,1,6,8,0.923108108108108
6,1,9,2,0.9185567010309279
8,0,9,5,0.9422891566265061
7,0,4,6,0.7778571428571429
9,0,4,4,0.9209302325581395
4,0,6,7,0.7457142857142857
2,0,9,9,0.5435294117647059
7,1,4,5,0.853448275862069
6,1,7,5,0.7475510204081632
1,1,9,6,0.37124999999999997
9,1,5,7,0.8839285714285715
9,1,9,1,0.99
2,1,7,6,0.515625
3,1,6,8,0.8146875
5,1,8,0,0.850108695652174
5,0,8,0,0.7424999999999999
1,0,6,6,0.6970408163265305
8,1,7,4,0.8741489361702127
8,1,4,0,0.9075
4,1,9,0,0.6988235294117647
7,0,9,1,0.8846808510638298
3,0,4,9,0.71775
6,1,8,8,0.8066666666666668
9,0,6,2,0.8692682926829268
1,1,6,8,0.45539999999999997
5,1,5,5,0.6534
4,1,8,9,0.6529787234042553
8,1,6,5,0.9478723404255319
1,1,5,6,0.6274647887323944
9,0,4,9,0.8800000000000001
6,1,8,7,0.8716304347826087
4,1,8,2,0.7886440677966102
9,1,6,7,0.951923076923077
5,1,6,5,0.816081081081081
5,0,7,5,0.7793617021276595
5,1,4,2,0.8342696629213483
1,1,4,5,0.70875
1,0,9,7,0.7364634146341463
8,1,5,6,0.9493150684931506
8,1,5,9,0.9384375
6,1,7,9,0.8608695652173913
4,1,9,6,0.8384693877551019
2,0,4,2,0.7503157894736842
2,1,5,9,0.5974137931034482
9,1,4,2,0.8823913043478261
5,0,4,4,0.806142857142857
4,1,9,4,0.7468421052631579
1,1,5,8,0.6892405063291139
7,0,6,8,0.7845283018867925
3,1,6,9,0.7488461538461538
6,0,9,4,0.9
5,1,5,4,0.850108695652174
5,0,7,5,0.89
5,1,8,7,0.8788775510204081
1,1,9,5,0.66
1,0,4,5,0.5833928571428572
3,1,9,8,0.7555263157894737
4,0,8,0,0.8110843373493977
5,0,9,3,0.680625
2,0,5,9,0.7450515463917525
8,0,4,9,0.8389830508474577
2,1,8,1,0.6953571428571428
9,0,6,8,0.9590625
2,1,7,2,0.6944776119402984
9,1,9,9,0.99
7,0,9,1,0.7886440677966102
8,0,8,7,0.952875
2,1,7,3,0.6996
7,0,9,1,0.9361956521739131
6,1,6,3,0.795
4,0,8,6,0.5897872340425533
7,1,5,6,0.9202816901408452
4,1,4,0,0.56925
2,0,6,0,0.49500000000000005
7,1,7,2,0.9178125
8,1,7,1,0.78375
2,0,6,2,0.6208474576271187
5,0,5,3,0.7778571428571429
1,0,9,6,0.6135211267605635
7,0,5,1,0.796829268292683
8,0,9,6,0.9342253521126762
6,1,9,4,0.8957142857142857
5,1,7,7,0.680625
6,0,9,7,0.8465217391304347
2,1,6,4,0.654406779661017
1,1,9,9,0.7071428571428572
7,1,6,7,0.96
7,1,4,8,0.7424999999999999
2,1,7,6,0.8
2,0,5,5,0.7734375
1,0,8,6,0.42750000000000005
8,1,5,6,0.9498648648648648
8,1,5,2,0.8844000000000001
1,0,8,5,0.396
8,0,7,5,0.840566037735849
9,0,9,8,0.9075
4,0,4,0,0.717391304347826
1,1,5,6,0.5814285714285714
1,0,9,0,0.3453488372093023
3,0,5,9,0.7897752808988764
5,1,7,3,0.7845283018867925
5,0,7,6,0.75796875
9,0,6,5,0.9439534883720929
2,0,7,5,0.61875
2,0,7,4,0.5051020408163265
6,0,5,6,0.8294594594594594
9,1,4,8,0.9794680851063831
1,1,5,5,0.4089130434782609
9,1,9,9,0.9411111111111111
9,1,7,6,0.99
9,1,6,8,0.9439534883720929
5,0,4,6,0.7675280898876404
9,0,6,5,0.99
4,0,8,2,0.845625
2,0,6,0,0.6468
6,0,6,9,0.8545263157894737
4,0,9,8,0.7471698113207548
6,0,7,6,0.8336842105263157
3,0,9,2,0.5897872340425533
6,0,7,9,0.8366197183098592
2,0,9,8,0.645
2,0,7,2,0.721111111111111
9,0,7,2,0.9248684210526316
7,0,7,6,0.8303225806451613
3,1,6,1,0.5810869565217391
1,0,8,9,0.5435294117647059
8,1,7,6,0.9590624999999999
6,0,8,6,0.6364285714285715
7,0,8,0,0.8376923076923077
9,0,5,9,0.8979069767441861
5,1,5,1,0.8066666666666666
1,1,4,4,0.6072000000000001
7,0,9,3,0.8616666666666667
5,0,5,2,0.8226760563380282
3,0,7,9,0.6697058823529413
9,0,8,7,0.9495918367346938
1,1,9,6,0.6435
1,1,4,8,0.7132258064516129
1,0,5,2,0.46799999999999997
3,1,6,9,0.7827906976744187
6,1,9,0,0.8363793103448276
3,0,4,8,0.6551470588235294
8,0,7,8,0.9573626373626374
2,0,9,0,0.7370000000000001
9,1,8,7,0.9378947368421052
3,0,7,9,0.7654639175257733
5,1,7,0,0.7991566265060241
8,0,9,5,0.9384375
2,0,6,8,0.5399999999999999
6,1,6,2,0.71775
5,1,9,5,0.853448275862069
9,1,9,2,0.99
5,1,9,4,0.8753684210526316
2,1,8,6,0.5683333333333334
5,1,5,9,0.8123076923076924
4,0,7,3,0.7092537313432835
7,1,9,3,0.71775
6,1,5,6,0.7425
2,0,8,4,0.721111111111111
5,1,7,0,0.730327868852459
7,1,5,9,0.9254347826086956
7,0,7,1,0.858
5,0,6,5,0.8502352941176471
9,0,9,8,0.9519230769230769
4,1,6,6,0.49500000000000005
3,0,4,3,0.6479999999999999
4,1,8,1,0.8214893617021277
5,0,9,3,0.8043750000000001
6,1,5,4,0.779016393442623
3,0,7,1,0.6832394366197183
2,0,4,0,0.576
4,0,8,3,0.759
5,1,8,5,0.7516666666666667
4,1,8,0,0.7858762886597939
3,0,5,0,0.6988235294117647
8,0,9,8,0.9573626373626374
4,0,6,4,0.7455555555555555
2,0,4,1,0.7424999999999999
2,1,5,1,0.5629411764705882
1,0,7,3,0.73
4,0,5,1,0.5445
9,1,7,3,1.0007608695652175
7,1,7,5,0.8132142857142858
7,0,8,6,0.91575
7,0,5,5,0.8741489361702127
8,1,6,3,0.924
1,1,7,9,0.7321875
